Player,Season,Age,Tm,Lg,G,MP,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,All NBA
Devin Booker,2018-19,22,PHO,NBA,64,2242,64,12.5,26.7,9.6,17.9,2.9,8.8,8.4,9.7,0.8,4.8,5.6,9.2,1.2,0.3,5.6,4.3,36.2,0.467,0.536,0.326,0.521,0.866,0.584,0
Jarrett Jack,2014-15,31,BRK,NBA,80,2241,27,8.3,18.9,7.4,15.5,0.9,3.4,4.6,5.2,0.4,5.2,5.7,8.6,1.7,0.3,4.4,3.3,22.1,0.439,0.477,0.267,0.463,0.8809999999999999,0.522,0
Wesley Johnson,2013-14,26,LAL,NBA,79,2240,62,6.0,14.1,3.8,8.3,2.2,5.9,1.3,1.7,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,0.425,0.466,0.369,0.502,0.792,0.522,0
Ish Smith,2015-16,27,TOT,NBA,77,2239,53,8.7,21.2,7.5,17.5,1.2,3.7,2.7,3.9,0.9,5.8,6.7,11.0,1.9,0.5,3.8,2.9,21.3,0.411,0.428,0.329,0.44,0.693,0.465,0
Brandon Bass,2012-13,27,BOS,NBA,81,2239,69,6.7,13.8,6.7,13.7,0.0,0.0,3.0,3.5,3.0,6.9,9.9,2.0,1.0,1.5,1.9,4.4,16.4,0.486,0.487,0.0,0.486,0.86,0.535,0
Thaddeus Young,2016-17,28,IND,NBA,74,2237,74,8.1,15.4,7.1,12.7,1.0,2.6,1.0,1.9,2.9,7.1,10.0,2.7,2.5,0.6,2.1,3.0,18.2,0.527,0.557,0.381,0.56,0.523,0.562,0
P.J. Tucker,2016-17,31,TOT,NBA,81,2236,21,4.3,10.5,2.8,6.2,1.5,4.3,1.6,2.0,2.5,7.7,10.2,2.2,2.5,0.4,1.4,4.3,11.7,0.413,0.451,0.35700000000000004,0.485,0.774,0.516,0
Evan Fournier,2016-17,24,ORL,NBA,68,2234,66,9.1,20.6,6.2,12.6,2.8,8.0,4.9,6.1,1.0,3.7,4.6,4.5,1.5,0.1,3.1,4.0,25.9,0.439,0.491,0.35600000000000004,0.508,0.805,0.555,0
Spencer Hawes,2012-13,24,PHI,NBA,82,2233,40,8.9,19.2,8.1,17.1,0.7,2.1,2.9,3.7,4.1,9.8,13.9,4.3,0.6,2.7,3.1,5.5,21.4,0.464,0.477,0.35600000000000004,0.483,0.777,0.514,0
Justise Winslow,2015-16,19,MIA,NBA,78,2232,8,4.5,10.6,3.7,8.0,0.7,2.7,1.8,2.7,1.9,7.4,9.3,2.7,1.6,0.6,2.2,4.2,11.5,0.422,0.471,0.276,0.457,0.684,0.489,0
Julius Randle,2018-19,24,NOP,NBA,73,2232,49,11.9,22.7,10.5,18.6,1.4,4.1,7.4,10.1,3.4,9.8,13.2,4.8,1.1,0.9,4.3,5.1,32.6,0.524,0.564,0.344,0.555,0.731,0.6,0
Kelly Oubre,2017-18,22,WAS,NBA,81,2231,11,7.1,17.6,4.3,9.4,2.8,8.2,4.3,5.2,1.3,6.8,8.1,2.2,1.8,0.8,2.0,5.2,21.2,0.403,0.456,0.341,0.482,0.82,0.534,0
Jamal Crawford,2012-13,32,LAC,NBA,76,2230,0,10.5,24.0,7.0,14.6,3.5,9.4,5.1,5.9,0.5,2.5,3.0,4.6,1.9,0.3,3.4,1.7,29.6,0.438,0.477,0.376,0.511,0.871,0.5579999999999999,0
Thabo Sefolosha,2012-13,28,OKC,NBA,81,2229,81,5.2,10.8,2.7,4.8,2.5,6.0,1.3,1.6,1.3,6.0,7.3,2.9,2.4,1.0,1.5,4.1,14.1,0.481,0.5579999999999999,0.419,0.597,0.826,0.617,0
Jeff Teague,2014-15,26,ATL,NBA,73,2228,72,9.4,20.3,7.7,15.6,1.6,4.7,6.3,7.3,0.7,3.5,4.2,11.8,2.9,0.7,4.7,3.2,26.7,0.46,0.496,0.343,0.5,0.862,0.5660000000000001,0
Tim Duncan,2014-15,38,SAS,NBA,77,2227,77,9.6,18.8,9.6,18.7,0.0,0.2,5.3,7.1,3.9,12.3,16.2,5.3,1.4,3.5,3.0,3.8,24.6,0.512,0.514,0.28600000000000003,0.513,0.74,0.56,1
Mike Conley,2014-15,27,MEM,NBA,70,2225,70,9.2,20.7,6.7,14.2,2.5,6.5,5.0,5.8,0.7,4.2,4.9,8.8,2.1,0.3,3.7,3.3,26.0,0.446,0.473,0.386,0.506,0.8590000000000001,0.5579999999999999,0
Maurice Harkless,2016-17,23,POR,NBA,77,2223,69,7.0,13.9,5.5,9.6,1.5,4.3,1.7,2.8,2.8,4.8,7.6,2.0,1.9,1.6,1.9,4.8,17.3,0.503,0.5720000000000001,0.35100000000000003,0.5579999999999999,0.621,0.57,0
Victor Oladipo,2016-17,24,OKC,NBA,67,2222,67,9.1,20.6,6.3,12.8,2.8,7.8,2.6,3.4,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,0.442,0.491,0.361,0.51,0.753,0.534,0
Brook Lopez,2016-17,28,BRK,NBA,75,2222,75,11.8,25.0,9.0,16.7,2.9,8.3,6.3,7.8,2.6,6.0,8.6,3.8,0.8,2.6,3.9,4.1,32.8,0.474,0.536,0.34600000000000003,0.531,0.81,0.578,0
Ty Lawson,2013-14,26,DEN,NBA,62,2222,61,7.6,17.8,6.1,13.3,1.6,4.4,7.1,8.9,0.9,3.9,4.7,12.0,2.2,0.2,4.4,2.5,24.0,0.431,0.455,0.35600000000000004,0.475,0.7979999999999999,0.5539999999999999,0
Gorgui Dieng,2015-16,26,MIN,NBA,82,2220,39,7.0,13.1,6.9,12.7,0.1,0.5,4.7,5.6,3.6,9.7,13.3,3.2,2.1,2.2,3.2,5.0,18.8,0.532,0.54,0.3,0.537,0.8270000000000001,0.601,0
Robin Lopez,2015-16,27,NYK,NBA,82,2219,82,8.3,15.3,8.3,15.3,0.0,0.0,3.0,3.7,6.2,7.7,13.9,2.6,0.4,3.0,3.1,4.2,19.5,0.539,0.54,0.0,0.539,0.795,0.574,0
Darren Collison,2015-16,28,SAC,NBA,74,2219,15,8.2,16.8,6.3,12.1,1.9,4.7,4.2,4.9,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,0.486,0.519,0.401,0.542,0.858,0.591,0
Danny Green,2018-19,31,TOR,NBA,80,2216,80,6.3,13.6,2.1,4.2,4.3,9.4,0.8,1.0,1.3,5.6,6.9,2.7,1.6,1.1,1.6,3.7,17.8,0.465,0.487,0.455,0.622,0.841,0.632,0
Ramon Sessions,2013-14,27,TOT,NBA,83,2214,19,7.8,18.1,6.9,15.2,0.8,2.9,7.7,9.5,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,0.429,0.457,0.282,0.452,0.807,0.539,0
Jordan Clarkson,2018-19,26,CLE,NBA,81,2214,0,11.9,26.5,8.6,16.5,3.2,10.0,3.6,4.3,1.8,4.2,6.1,4.4,1.3,0.3,3.0,2.5,30.6,0.448,0.524,0.324,0.509,0.8440000000000001,0.539,0
Amir Johnson,2013-14,26,TOR,NBA,77,2214,72,8.1,14.4,7.6,12.9,0.5,1.6,2.1,3.4,4.1,7.9,11.9,2.7,1.3,2.1,2.9,6.4,18.9,0.562,0.593,0.303,0.578,0.636,0.5920000000000001,0
Kyrie Irving,2018-19,26,BOS,NBA,67,2214,67,13.1,27.0,9.4,17.6,3.8,9.4,4.7,5.3,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7,0.48700000000000004,0.5329999999999999,0.401,0.557,0.873,0.5920000000000001,1
Luol Deng,2013-14,28,TOT,NBA,63,2213,63,8.7,20.3,7.4,15.8,1.3,4.5,5.0,6.3,2.3,6.2,8.5,4.3,1.5,0.2,2.7,2.6,23.8,0.431,0.468,0.302,0.465,0.7909999999999999,0.517,0
Kyle Lowry,2018-19,32,TOR,NBA,65,2213,65,6.6,16.0,3.2,6.2,3.4,9.8,3.5,4.2,0.9,5.9,6.8,12.2,2.0,0.7,3.9,3.6,20.1,0.411,0.514,0.34700000000000003,0.518,0.83,0.562,0
Richard Jefferson,2013-14,33,UTA,NBA,82,2213,78,7.0,15.5,4.1,8.4,2.9,7.1,2.8,3.8,0.4,4.8,5.2,3.1,1.3,0.3,2.2,4.0,19.7,0.45,0.484,0.409,0.544,0.741,0.573,0
Willie Cauley-Stein,2018-19,25,SAC,NBA,81,2213,81,8.7,15.6,8.6,15.5,0.0,0.0,2.9,5.3,3.8,10.5,14.3,4.1,2.0,1.1,1.8,4.8,20.3,0.556,0.556,0.5,0.557,0.551,0.5660000000000001,0
Cory Joseph,2017-18,26,IND,NBA,82,2210,17,5.8,13.7,4.3,9.4,1.5,4.3,1.6,2.1,0.9,5.1,5.9,5.9,1.8,0.4,2.0,3.2,14.7,0.424,0.457,0.353,0.479,0.745,0.503,0
Dion Waiters,2014-15,23,TOT,NBA,80,2208,23,8.6,21.8,6.9,16.1,1.7,5.7,2.7,4.0,0.9,3.5,4.4,3.7,2.1,0.5,2.6,3.6,21.6,0.396,0.431,0.297,0.435,0.68,0.46,0
Harrison Barnes,2013-14,21,GSW,NBA,78,2204,24,6.1,15.4,4.6,11.1,1.5,4.3,2.9,4.1,1.5,5.5,7.0,2.6,1.5,0.5,1.9,3.6,16.7,0.399,0.419,0.34700000000000003,0.448,0.718,0.486,0
Danny Green,2012-13,25,SAS,NBA,80,2201,80,6.9,15.4,2.8,5.8,4.1,9.6,1.6,1.8,0.8,4.8,5.6,3.3,2.1,1.3,2.2,2.9,19.4,0.448,0.48,0.429,0.581,0.848,0.6,0
Derrick Favors,2013-14,22,UTA,NBA,73,2201,73,9.3,17.8,9.3,17.8,0.0,0.0,4.5,6.8,4.7,10.5,15.2,2.2,1.8,2.6,3.1,5.6,23.2,0.522,0.523,0.0,0.522,0.669,0.556,0
Martell Webster,2012-13,26,WAS,NBA,76,2200,62,6.7,15.1,3.4,7.3,3.3,7.8,4.0,4.7,1.3,5.7,7.0,3.4,1.2,0.4,2.1,3.9,20.6,0.442,0.463,0.422,0.551,0.848,0.601,0
Marcus Smart,2018-19,24,BOS,NBA,80,2200,60,5.2,12.4,2.5,4.8,2.8,7.6,2.3,2.8,1.2,3.9,5.1,7.0,3.1,0.6,2.7,4.4,15.5,0.422,0.511,0.364,0.5329999999999999,0.8059999999999999,0.568,0
Dwight Howard,2016-17,31,ATL,NBA,74,2199,74,8.7,13.7,8.7,13.7,0.0,0.0,5.1,9.5,6.6,14.4,21.1,2.3,1.4,2.1,3.8,4.6,22.5,0.633,0.635,0.0,0.633,0.5329999999999999,0.627,0
J.J. Redick,2016-17,32,LAC,NBA,78,2198,78,9.0,20.2,4.4,9.6,4.6,10.6,4.1,4.6,0.3,3.6,3.9,2.5,1.2,0.3,2.2,2.8,26.7,0.445,0.462,0.429,0.5579999999999999,0.8909999999999999,0.599,0
Wilson Chandler,2016-17,29,DEN,NBA,71,2197,33,9.6,20.9,7.2,13.6,2.4,7.2,3.1,4.3,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,0.461,0.527,0.337,0.52,0.727,0.545,0
Allen Crabbe,2017-18,25,BRK,NBA,75,2197,68,7.4,18.3,3.0,6.5,4.4,11.8,2.5,3.0,0.6,6.5,7.2,2.6,1.0,0.8,1.7,3.7,21.9,0.407,0.461,0.378,0.529,0.852,0.5579999999999999,0
Tristan Thompson,2014-15,23,CLE,NBA,82,2194,15,6.3,11.6,6.3,11.6,0.0,0.0,3.8,5.9,6.5,9.1,15.6,0.9,0.8,1.4,2.0,4.5,16.4,0.547,0.547,,0.547,0.6409999999999999,0.58,0
Al Horford,2016-17,30,BOS,NBA,68,2193,68,8.6,18.1,6.6,12.6,1.9,5.5,2.4,3.1,2.1,8.4,10.5,7.6,1.2,1.9,2.6,3.1,21.5,0.473,0.524,0.355,0.527,0.8,0.5529999999999999,0
Gorgui Dieng,2014-15,25,MIN,NBA,73,2193,49,6.0,11.9,6.0,11.7,0.0,0.1,4.4,5.7,5.2,8.9,14.1,3.4,1.6,2.9,2.9,4.4,16.5,0.506,0.51,0.16699999999999998,0.507,0.7829999999999999,0.573,0
Alec Burks,2013-14,22,UTA,NBA,78,2193,12,9.1,19.9,7.9,16.5,1.2,3.4,6.7,8.9,1.4,4.7,6.2,5.1,1.7,0.3,3.6,4.6,26.1,0.457,0.48,0.35,0.487,0.748,0.547,0
Raymond Felton,2015-16,31,DAL,NBA,80,2192,31,6.4,15.8,5.0,10.9,1.4,4.9,3.5,4.1,0.8,5.2,6.0,6.6,1.6,0.3,2.8,3.3,17.7,0.406,0.463,0.282,0.45,0.847,0.502,0
Jrue Holiday,2016-17,26,NOP,NBA,67,2190,61,9.1,20.0,6.8,13.7,2.2,6.3,2.7,3.8,1.0,4.9,5.9,10.9,2.2,1.0,4.3,3.0,23.0,0.454,0.498,0.35600000000000004,0.51,0.708,0.532,0
Matt Barnes,2015-16,35,MEM,NBA,76,2190,45,6.2,16.3,3.4,7.6,2.8,8.7,2.6,3.2,2.0,7.9,9.9,3.8,1.8,1.3,2.8,5.5,17.8,0.381,0.449,0.322,0.467,0.804,0.503,0
Julius Randle,2017-18,23,LAL,NBA,82,2190,49,11.0,19.7,10.8,18.8,0.2,1.0,6.7,9.3,4.0,10.3,14.3,4.6,0.9,1.0,4.7,6.0,28.9,0.5579999999999999,0.575,0.222,0.563,0.718,0.606,0
DeMarre Carroll,2014-15,28,ATL,NBA,70,2189,69,7.4,15.2,4.6,8.1,2.8,7.1,3.0,4.2,2.3,6.4,8.7,2.8,2.2,0.4,1.8,3.6,20.6,0.487,0.5670000000000001,0.395,0.579,0.7020000000000001,0.603,0
Nik Stauskas,2016-17,23,PHI,NBA,80,2188,27,5.6,14.1,2.6,6.1,2.9,8.0,2.7,3.3,0.5,4.6,5.0,4.2,1.0,0.7,2.9,3.2,16.8,0.396,0.433,0.368,0.5,0.813,0.54,0
Ben McLemore,2013-14,20,SAC,NBA,82,2187,55,5.9,15.8,3.7,8.9,2.2,6.9,2.7,3.3,1.2,4.2,5.5,1.9,1.0,0.4,2.2,4.7,16.7,0.376,0.419,0.32,0.446,0.804,0.485,0
Bismack Biyombo,2012-13,20,CHA,NBA,80,2186,65,3.7,8.3,3.7,8.3,0.0,0.0,1.8,3.4,4.7,9.3,14.0,0.8,0.7,3.4,2.0,4.7,9.3,0.451,0.451,,0.451,0.521,0.472,0
Chandler Parsons,2014-15,26,DAL,NBA,66,2186,66,8.8,19.1,5.8,11.1,3.0,8.0,3.2,4.5,1.5,6.0,7.5,3.7,1.6,0.4,2.2,3.2,23.9,0.462,0.521,0.38,0.542,0.72,0.5670000000000001,0
Jimmy Butler,2018-19,29,TOT,NBA,65,2185,65,9.1,19.6,7.6,15.4,1.5,4.2,6.8,7.9,2.6,4.8,7.4,5.7,2.7,0.8,2.1,2.4,26.3,0.462,0.494,0.34700000000000003,0.499,0.855,0.5710000000000001,0
Luis Scola,2012-13,32,PHO,NBA,82,2184,67,10.2,21.5,10.1,21.1,0.1,0.4,4.3,5.4,3.7,9.0,12.7,4.3,1.6,0.8,3.0,6.0,24.6,0.472,0.477,0.188,0.474,0.787,0.516,0
Deandre Ayton,2018-19,20,PHO,NBA,71,2183,70,11.1,19.0,11.1,18.9,0.0,0.1,3.1,4.1,4.9,11.1,15.9,2.7,1.3,1.5,2.8,4.6,25.4,0.585,0.588,0.0,0.585,0.746,0.608,0
DeMarre Carroll,2017-18,31,BRK,NBA,73,2180,73,7.2,17.5,4.0,8.8,3.2,8.7,4.2,5.5,2.3,8.3,10.7,3.3,1.3,0.7,2.3,3.7,21.9,0.414,0.457,0.371,0.506,0.764,0.55,0
Jameer Nelson,2013-14,31,ORL,NBA,68,2179,68,6.9,17.6,3.7,8.4,3.2,9.2,2.3,2.6,0.7,4.8,5.4,11.2,1.2,0.1,3.9,3.4,19.3,0.394,0.444,0.348,0.485,0.857,0.515,0
Mario Chalmers,2013-14,27,MIA,NBA,73,2178,73,6.1,13.5,4.0,8.1,2.1,5.5,2.9,3.9,1.0,4.2,5.2,8.6,2.9,0.4,3.9,5.1,17.3,0.454,0.5,0.385,0.531,0.742,0.5670000000000001,0
Kenneth Faried,2013-14,24,DEN,NBA,80,2178,77,10.0,18.4,10.0,18.4,0.0,0.1,4.5,7.0,5.3,10.0,15.4,2.2,1.6,1.6,3.0,4.3,24.6,0.545,0.547,0.0,0.545,0.65,0.573,0
Tyler Johnson,2016-17,24,MIA,NBA,73,2178,0,8.3,19.1,6.1,13.3,2.2,5.8,4.5,5.9,1.2,5.6,6.8,5.4,1.9,1.0,2.1,4.1,23.2,0.433,0.46,0.3720000000000001,0.49,0.768,0.535,0
Kevin Martin,2013-14,30,MIN,NBA,68,2177,68,10.0,23.2,7.4,16.4,2.6,6.7,6.9,7.7,0.8,3.8,4.6,2.7,1.5,0.1,2.4,2.8,29.4,0.43,0.448,0.387,0.486,0.8909999999999999,0.5529999999999999,0
Eric Bledsoe,2016-17,27,PHO,NBA,66,2176,66,9.9,22.7,7.6,15.9,2.3,6.8,8.5,10.1,1.1,5.9,7.0,9.2,2.0,0.7,4.9,3.6,30.6,0.434,0.477,0.335,0.485,0.847,0.563,0
Bogdan Bogdanović,2017-18,25,SAC,NBA,78,2175,53,8.0,18.0,5.0,10.3,3.0,7.7,2.3,2.8,0.7,4.5,5.2,6.0,1.7,0.4,2.9,4.0,21.3,0.446,0.485,0.392,0.529,0.84,0.556,0
Tony Parker,2012-13,30,SAS,NBA,66,2174,66,12.2,23.3,11.6,21.7,0.6,1.6,6.5,7.7,0.4,4.2,4.6,11.7,1.3,0.1,4.0,2.2,31.4,0.522,0.534,0.353,0.534,0.845,0.588,1
Shai Gilgeous-Alexander,2018-19,20,LAC,NBA,82,2174,73,7.4,15.5,6.3,12.5,1.1,3.0,3.4,4.2,1.2,3.8,5.0,5.9,2.1,1.0,3.1,3.8,19.3,0.476,0.503,0.3670000000000001,0.512,0.8,0.5539999999999999,0
Chris Paul,2013-14,28,LAC,NBA,62,2171,62,9.4,20.0,7.6,15.2,1.8,4.9,6.8,8.0,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,0.467,0.498,0.368,0.511,0.855,0.58,1
Rodney Stuckey,2012-13,26,DET,NBA,76,2171,24,7.4,18.2,6.1,13.8,1.3,4.4,5.2,6.6,1.0,4.1,5.2,6.6,1.2,0.4,3.3,3.1,21.3,0.406,0.44,0.302,0.443,0.7829999999999999,0.505,0
Zach LaVine,2018-19,23,CHI,NBA,63,2171,62,11.8,25.4,9.2,18.2,2.7,7.2,7.0,8.4,0.9,5.7,6.6,6.3,1.3,0.6,4.8,3.1,33.3,0.467,0.504,0.374,0.52,0.8320000000000001,0.574,0
Jared Dudley,2012-13,27,PHO,NBA,79,2170,50,7.4,15.8,4.9,9.4,2.5,6.4,3.1,3.8,1.9,3.9,5.8,4.8,1.8,0.2,2.4,3.0,20.4,0.468,0.52,0.391,0.547,0.7959999999999999,0.5820000000000001,0
Jae Crowder,2018-19,28,UTA,NBA,80,2166,11,7.0,17.6,3.2,6.1,3.8,11.5,3.1,4.4,1.3,7.2,8.5,2.9,1.4,0.7,1.9,3.8,21.0,0.399,0.527,0.331,0.508,0.721,0.5379999999999999,0
Tomáš Satoranský,2018-19,27,WAS,NBA,80,2164,54,5.6,11.6,4.2,8.1,1.4,3.5,2.9,3.5,1.8,4.3,6.1,8.7,1.8,0.3,2.6,3.8,15.5,0.485,0.524,0.395,0.545,0.8190000000000001,0.59,0
Kristaps Porziņģis,2016-17,21,NYK,NBA,66,2164,65,10.2,22.8,7.6,15.5,2.6,7.3,4.6,5.8,2.6,8.4,11.0,2.2,1.1,3.0,2.7,5.6,27.6,0.45,0.493,0.35700000000000004,0.507,0.7859999999999999,0.546,0
Anthony Davis,2015-16,22,NOP,NBA,61,2164,61,12.8,26.0,12.0,23.6,0.8,2.5,7.5,9.9,3.0,11.4,14.4,2.7,1.8,2.9,2.8,3.4,33.9,0.493,0.511,0.324,0.508,0.758,0.5589999999999999,0
Tyson Chandler,2012-13,30,NYK,NBA,66,2164,66,6.3,9.9,6.3,9.9,0.0,0.0,4.4,6.4,6.6,10.7,17.4,1.5,1.0,1.9,2.1,4.6,17.0,0.638,0.638,,0.638,0.6940000000000001,0.6709999999999999,0
Jimmy Butler,2017-18,28,MIN,NBA,59,2164,59,10.1,21.3,8.5,16.7,1.6,4.6,8.4,9.8,1.8,5.4,7.3,6.7,2.7,0.6,2.5,1.8,30.2,0.474,0.509,0.35,0.512,0.8540000000000001,0.59,1
Nikola Vučević,2016-17,26,ORL,NBA,75,2163,55,11.1,23.6,10.5,21.9,0.5,1.7,2.5,3.7,4.0,13.8,17.9,4.8,1.7,1.7,2.7,4.1,25.1,0.468,0.481,0.307,0.48,0.669,0.498,0
José Calderón,2012-13,31,TOT,NBA,73,2160,58,7.7,15.6,4.5,8.7,3.2,6.9,1.8,2.0,0.5,3.8,4.3,12.7,1.4,0.2,3.1,2.4,20.3,0.491,0.516,0.461,0.594,0.9,0.616,0
Terrence Ross,2013-14,22,TOR,NBA,81,2159,62,7.7,18.2,3.8,8.3,3.9,9.9,2.0,2.4,1.0,5.1,6.1,1.9,1.5,0.7,2.1,4.4,21.3,0.423,0.458,0.395,0.531,0.8370000000000001,0.5529999999999999,0
Tim Duncan,2013-14,37,SAS,NBA,74,2158,74,10.4,21.2,10.4,21.1,0.0,0.1,5.4,7.4,3.7,13.2,16.9,5.2,1.0,3.3,3.7,3.1,26.2,0.49,0.493,0.0,0.49,0.731,0.535,0
Rudy Gobert,2014-15,22,UTA,NBA,82,2158,37,6.3,10.5,6.3,10.5,0.0,0.0,4.2,6.7,6.5,12.5,19.1,2.7,1.6,4.7,2.7,4.3,16.9,0.604,0.607,0.0,0.604,0.623,0.627,0
Eric Gordon,2018-19,30,HOU,NBA,68,2158,53,8.7,21.3,3.8,7.7,4.9,13.6,2.7,3.5,0.4,3.0,3.4,2.9,0.9,0.6,2.0,3.3,25.1,0.409,0.4970000000000001,0.36,0.525,0.7829999999999999,0.5489999999999999,0
Montrezl Harrell,2018-19,25,LAC,NBA,82,2158,5,11.9,19.4,11.9,19.0,0.1,0.4,5.8,9.1,4.0,7.7,11.7,3.5,1.6,2.4,2.9,5.6,29.8,0.615,0.623,0.17600000000000002,0.617,0.643,0.636,0
Kevin Knox,2018-19,19,NYK,NBA,75,2158,57,7.5,20.4,4.8,12.3,2.8,8.1,3.6,5.0,1.4,6.1,7.5,1.8,1.0,0.5,2.5,3.9,21.5,0.37,0.387,0.343,0.438,0.7170000000000001,0.475,0
Jamal Crawford,2016-17,36,LAC,NBA,82,2157,1,8.3,20.2,5.6,12.7,2.7,7.5,4.0,4.7,0.4,2.6,3.0,5.0,1.4,0.3,3.1,2.7,23.4,0.413,0.443,0.36,0.479,0.857,0.525,0
Martell Webster,2013-14,27,WAS,NBA,78,2157,13,6.1,14.0,2.6,5.1,3.5,8.9,2.5,3.0,0.9,4.4,5.3,2.3,1.0,0.4,1.4,3.6,18.1,0.433,0.502,0.392,0.557,0.84,0.591,0
Patrick Patterson,2014-15,25,TOR,NBA,81,2156,4,5.8,12.8,3.2,6.0,2.5,6.8,1.5,1.9,3.0,7.3,10.4,3.7,1.4,1.1,1.3,3.6,15.5,0.449,0.536,0.371,0.547,0.7879999999999999,0.568,0
Joel Embiid,2018-19,24,PHI,NBA,64,2154,64,12.7,26.3,11.0,20.5,1.7,5.8,11.4,14.2,3.5,15.6,19.1,5.1,1.0,2.7,5.0,4.6,38.6,0.484,0.535,0.3,0.517,0.804,0.593,1
Eric Gordon,2017-18,29,HOU,NBA,69,2154,30,9.5,22.2,4.5,8.3,5.0,13.9,4.5,5.5,0.6,3.3,3.9,3.5,1.0,0.6,3.0,2.6,28.4,0.428,0.544,0.359,0.54,0.809,0.578,0
Tim Hardaway,2016-17,24,ATL,NBA,79,2154,30,9.5,20.9,6.1,11.3,3.4,9.5,3.8,4.9,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,0.455,0.537,0.35700000000000004,0.537,0.7659999999999999,0.568,0
Hollis Thompson,2015-16,24,PHI,NBA,77,2154,17,6.1,15.5,2.8,6.6,3.4,8.9,1.6,2.2,1.2,5.0,6.2,2.3,0.8,0.5,1.7,4.3,17.2,0.397,0.42,0.38,0.507,0.7190000000000001,0.525,0
Derrick Favors,2017-18,26,UTA,NBA,77,2153,77,9.2,16.4,8.9,14.9,0.3,1.5,3.3,5.0,4.6,8.2,12.9,2.4,1.3,1.9,2.0,3.8,22.0,0.563,0.596,0.222,0.573,0.6509999999999999,0.593,0
Markieff Morris,2013-14,24,PHO,NBA,81,2153,0,9.6,19.7,8.8,17.2,0.8,2.5,6.0,7.6,3.2,8.1,11.3,3.4,1.6,1.2,3.4,5.4,26.0,0.486,0.512,0.315,0.507,0.792,0.564,0
Dion Waiters,2015-16,24,OKC,NBA,78,2152,15,6.5,16.3,4.5,10.7,2.0,5.5,2.6,3.6,0.8,3.8,4.7,3.6,1.9,0.3,2.8,3.3,17.6,0.399,0.421,0.358,0.46,0.713,0.4920000000000001,0
Jaylen Brown,2017-18,21,BOS,NBA,70,2152,70,8.7,18.6,5.9,11.5,2.8,7.1,3.5,5.4,1.5,6.5,8.0,2.6,1.6,0.6,2.9,4.2,23.6,0.465,0.507,0.395,0.54,0.644,0.562,0
Andre Miller,2012-13,36,DEN,NBA,82,2151,11,7.1,14.8,6.7,13.3,0.4,1.5,3.8,4.6,1.4,4.2,5.6,11.4,1.7,0.3,4.0,3.7,18.4,0.479,0.504,0.266,0.493,0.84,0.5479999999999999,0
Terrence Ross,2018-19,27,ORL,NBA,81,2150,0,10.0,23.4,5.1,10.5,4.9,12.9,2.9,3.3,0.6,5.8,6.4,3.1,1.6,0.7,2.0,2.7,27.8,0.428,0.484,0.383,0.534,0.875,0.561,0
Michael Carter-Williams,2014-15,23,TOT,NBA,66,2149,63,8.5,21.6,7.7,18.0,0.8,3.6,4.7,6.8,1.5,6.8,8.3,10.4,2.6,0.7,5.9,3.9,22.7,0.396,0.428,0.235,0.416,0.6940000000000001,0.461,0
Mason Plumlee,2016-17,26,TOT,NBA,81,2148,64,7.7,14.3,7.7,14.2,0.0,0.1,4.0,6.9,3.9,10.0,13.9,6.5,1.6,2.1,3.1,5.2,19.4,0.536,0.541,0.0,0.536,0.58,0.5579999999999999,0
Elfrid Payton,2015-16,21,ORL,NBA,73,2145,69,7.4,17.0,6.7,14.9,0.7,2.1,2.6,4.4,1.8,4.3,6.1,10.9,2.1,0.5,4.1,3.7,18.1,0.436,0.451,0.326,0.456,0.589,0.478,0
Darren Collison,2018-19,31,IND,NBA,76,2143,76,7.0,15.0,5.2,10.6,1.8,4.4,3.6,4.3,0.8,4.5,5.3,10.5,2.5,0.2,2.9,3.1,19.5,0.467,0.4920000000000001,0.407,0.527,0.8320000000000001,0.574,0
Ersan İlyasova,2016-17,29,TOT,NBA,82,2142,52,8.8,20.3,5.5,11.1,3.2,9.2,3.7,4.7,2.6,8.4,11.0,3.2,1.3,0.5,2.6,4.8,24.4,0.431,0.496,0.353,0.511,0.778,0.546,0
T.J. Warren,2017-18,24,PHO,NBA,65,2142,65,11.8,23.8,11.4,21.7,0.4,2.0,4.3,5.7,2.8,4.6,7.4,1.9,1.5,0.9,1.9,3.3,28.4,0.498,0.523,0.222,0.507,0.757,0.541,0
Carlos Boozer,2013-14,32,CHI,NBA,76,2141,76,11.1,24.4,11.1,24.3,0.0,0.0,3.7,4.8,3.4,12.3,15.7,2.9,1.3,0.5,3.8,5.4,25.9,0.456,0.457,0.0,0.456,0.767,0.489,0
